title;stars;name;text
Istiqlal Mosque;5;Assypa anggelia;Masjid ini menjadi saksi bisu pernikahan saya dan suami 🖤
Istiqlal Mosque;5;Claire Nguyen;First time visiting Istiqlal Mosque, and I was thoroughly impressed. The guided tour and staff were excellent, and the mosque’s architecture is remarkable. The robes provided for visitors were clean and comfortable. The atmosphere is calm and serene, and the cathedral across the street beautifully reflects Indonesia’s commitment to interfaith harmony.
Istiqlal Mosque;2;Monel Duat Sagala;
Istiqlal Mosque;5;Cadria;
Istiqlal Mosque;5;Titik Mariati;Masjid yg sy harus mampir saat aku di jakarta pusat
Istiqlal Mosque;5;Hanunah Tsabitah;Nyaman, sejuk, indah first time mengunjungi di Ramadan ke 28hri biasanya cuma lewatin aja. Byk kedai makanan ixixix mungkin krna Ramadan. Depannya juga ga kalah indah gereja katedral, salam toleransi🤗
Istiqlal Mosque;5;木塚龍司;有名なモスク。半ズボンでは入れません。
Istiqlal Mosque;5;Mickaël N;Une magnifique architecture
Istiqlal Mosque;5;Citra Wilda;Bagus banget pas aku ke masjid istiqlal tempat wudu yang unik masuk tvri acara solat jumat wah pokoknya bagus selain bagus juga gede loh
Istiqlal Mosque;5;Frost Fatih;Saya pernah kesini rasanya nyaman disini karena masjidnya besar dan ini masjid terbesar di indonesia aku bangga bisa jadi orang islam semoga aku bisa tambah semangat sholatnya. Asalamualaikum.
Istiqlal Mosque;5;bambang setiawan;Masjid Sangat Luas, Akses Ke Tempat Wudhu, Toilet, Makanan Serta Tempat Penyimpanan Sangat Banyak dan Memadai
Istiqlal Mosque;4;Fakhru Arrozy;Masjid nya luas bagus
Istiqlal Mosque;5;Rizka Novalia Siswanto;"Salah satu masjid terbesar yang ada di Indonesia dan menjadi ikonik kota Jakarta, selain lokasinya yang strategis, tempatnya juga cukup unik, karena berhadapan/bersebelahan dengan gereja katedral. Masjid ini kayaknya tidak pernah sepi pengunjung, baik ketika hari biasa, hari libur bahkan libur nasional. Pertama kali ke sini itu waktu 2019, kesan pertama yang didapatkan itu ""megah"" karena bangunannya yang luas dan cukup tertata. Ada banyak gerbang untuk masuk, tapii gerbang utama yang dibuka yaitu, gerbang dekat JPO Juanda dan seberang katedral. Kalau lagi ada kajian di sini, pasti ramai banget.

Dari segi fasilitas sudah oke banget, ada tempat penitipan sepatu, lalu loker online yang berada di dalam masjid, toilet cukup banyak biliknya dan tentunya tempat wudhu. Di sini juga ada kursi pijat otomatis, jadi yang capek pulang kerja atau jalan-jalan bisa melipir buat solat + nyobain kursi pijatnya. Selain itu, di sini ada vending machine yang isinya Snack dan minuman.

Dari segi fasilitas, sangat disayangkan cukup banyak bilik toilet yang rusak dan kotor. Selain itu, ada wastafel yang sepertinya baru selesai renovasi, tapi justru sudah terlihat kotor. Selain meminta petugas kebersihan untuk meningkatkan kebersihan di sana, para pengunjung pun harusnya sadar terhadap kebersihan di lingkungan sekitar. Karena, itu juga fasilitas umum, bukan satu-dua orang saja yang pakai toilet, bisa jadi dalam seminggu ada ratusan orang yang pakai.

Niat hati mau buang air di toilet sana, tapi lihat toiletnya kotor dan (maaf) jorok, jadi sungkan. Lalu, ada juga toilet yang tutupannya patah dan ada yang retak juga. Tolong, itu toilet duduk, jangan disalahgunakan wahai para pengguna 😅🙏🏻 please, be aware. Jaga fasilitas umum, supaya sama sama nyaman.

Pertama kali ke sana, alias tahun 2019, toiletnya justru sangat bersih dan wangi. Ada sabun pula di dalamnya dan ada keran selain keran bidet. Jadi, dimohon buat para pengunjung, jaga kebersihannya.

Lalu, untuk tempat solat sudah cukup oke, mukena yang tersedia cukup banyak, tapi masih ada yang bercerai-berai (mukenanya). Dan lagi-lagi, untuk para pengunjung, rapikan kembali mukena yang dipakai 🙏🏻😊. Masjid ini akan tetap menjadi ikonik Jakarta, jadi terus jaga kebersihannya, supaya kita semua bisa merasakan rasa nyaman, aman dan tenang."
Istiqlal Mosque;5;Christopher K.;Der Besuch ist ein muss, wenn man in Jakarta ist. Man kann sich vor dem Eingang für eine kostenlose Führung anmelden. Unbedingt empfehlenswert. Man erfährt sehr viel über die Geschichte der Moschee und viele weitere Informationen. Laut unserem Führer ist es die drittgrößte Moschee der Welt. Wenn man vor Ort ist, auf jeden Fall vorbeischauen.
Istiqlal Mosque;1;Kiara Resayanti;Tolong ajari adab ke para security biar ga bahlul. Astaghfirullah masa penjaga masjid kasarnya kayak org ga beragama ckckckckck tuh viral security teriak2 pakai toa, bikin malu umat Islam aja
Istiqlal Mosque;5;Dewi Purnamasari;
Istiqlal Mosque;2;Hermawan Kajen;Lgi viral di tiktok security perempuan marahi pengunjung pke toa..gk perlu pke toa kan bisa ..tegur dengan lemah lembut kan biza ini mlh teriak2..tolong ditindak tegas itu perempuan yg arogansi
Istiqlal Mosque;5;EQi Qris;Berkat pujianmu si'ir tanpo watonmu sebelum sholat,urinemupun ajaib bisa membedakan bedakan rasa buah menjadi enak sungguh Alloh maha besar 🙏🙏🙏.
Istiqlal Mosque;5;필터팩토리;"겉으로는 덤덤하고 심심하지만
실내로들어가면 생각보다 멋진 광경을볼수 있습니다
외국인은 외국인안내소에서 기다리시면 안내받으실수 있어요"
Istiqlal Mosque;3;bajeng terbang48;
Istiqlal Mosque;1;azra Qiwamil qisthi;tukang parkirnya anehhh dan gak jelass.
Istiqlal Mosque;5;Abdulloh;Bersih, dan mudah dijangkau dengan transportasi umum
Istiqlal Mosque;5;LB FOUNDATION;Sangat disayangkan mau jamaah shubuh bawa mobil gerbangnya masih terkunci akhirnya parkir di luar mobilnya
Istiqlal Mosque;5;Bayuno aff;Masjid besar megah mewah kebanggaan bangsa Indonesia, masjid bersejarah yang dibangun pada masa awal kemerdekaan, lokasinya sangat strategis dan uniknya ini bersebrangan dengan gereja katedral, masjid ini sangat luas, dan memiliki desain yang unik, tidak heran menjadi salah satu tujuan wisata orang yang datang ke jakarta baik dari dalam negri ataupun luar negeri semua rata2menyempatkan diri kesini, sering juga dipakai acara bertaraf nasional
Istiqlal Mosque;5;Umang Malhotra;"Not just a religious place, heritage moniment.
This is a Great Place to Visit for International Visitors in Jakarta"
Istiqlal Mosque;5;Zaffire Elhazza;Masjid Istiqlal adalah masjid nasional Indonesia yang terletak di Jakarta. Dibangun sebagai simbol kemerdekaan, masjid ini memiliki arsitektur yang megah dan menjadi salah satu landmark penting di ibu kota. Selain sebagai tempat ibadah, Masjid Istiqlal juga berfungsi sebagai pusat kegiatan sosial, keagamaan, dan bahkan menjadi daya tarik wisata.
Istiqlal Mosque;4;桃'S不專業評論家;"找路口找了一下子~
沒有進去參觀到有點可惜~"
Istiqlal Mosque;5;Adi Kusuma;
Istiqlal Mosque;5;Reyhan;Ga bosen pergi ke sini
Istiqlal Mosque;5;Nurkartiko Trikusumo;Mampir lagi setelah puluhan tahun yang lalu.
Istiqlal Mosque;5;xander lavier;
Istiqlal Mosque;5;Tati Galuh Pertiwi;Masjid megah dan besar. Wajib dikunjungi jika ke Jakarta. Fasilitasnya lengkap, ada food bazar juga, sehingga banyak didatangi para wisatawan, untuk beribadah dan wisata kuliner juga
Istiqlal Mosque;5;Rasyad 123;Sangat indah di lantai 1 2 dan seterusnya bisa foto dengan monas juga
Istiqlal Mosque;5;K;
Istiqlal Mosque;5;Ari Fitriawati;Masjid ikonik di ibukota jakarta. Tempatnya super luas, arsitektur yang sangat megah, serta tempat yang sangat nyaman membuat betah di dalam masjid. Tempat wudu yang luas dan banyak keran air yang pastinya bisa keluar airnya semua. Tersedia toilet yang lumayan banyak di tempat wudu. Ada fasilitas kursi pijat (berbayar) di lorong2 menuju masjid ada juga vending machine minuman ringan.
Istiqlal Mosque;5;eco syd;
Istiqlal Mosque;5;Ngadino;
Istiqlal Mosque;3;なおき;"お昼の12時15分ぐらいに着きました。
入ろうと思ったところ、今はお祈り中なので1時からだと言われました。
1時過ぎに伺ったらところ、チケットセンターがあるから、そこに行けと言われました。
そこ行くと中に入る準備待ちの方々がとても多く待っていました
英語でのガイドツアーをやっていただきました
入る場所は、通常は男性と女性とで違うのですが、ツアーでは同じ場所から入るようです

男性は、足が出ていることが禁止
女性は足も腕も出ていることが禁止なので、服装には注意してください
ツアー開始前の待合場所で肌を隠すものを貸していただくことも可能です。"
Istiqlal Mosque;5;Era Fauzan;kunjungan akhir pekan gk rame tapi tertib
