title;url;stars;name;reviewUrl;text
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;selerapedas 1;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOcVVreGFOblpCY2psa1ZGVlNZazltVlhWcVNYYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOlNqUkxaNnZBcjlkVFVSYk9mVXVqSXc%7C0d3PRfg0-Yd%7C?hl=en;enak banget deh rasanya
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;SARRAH HAQIQI;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pnMFNuYzNNQzFrTkMwMWQxZElPR2w2Y1hKSGEwRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjg0Snc3MC1kNC01d1dIOGl6cXJHa0E%7C0d2oJUT7brQ%7C?hl=en;Makanannya enak-enak, pesen sop iga sama bebek bali, semuanya enak dan bisa dimakan sama toddler. Servicenya bagus banget
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Maulana Hizrian Hazazi;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxYVRGaFZTbVpMZFZWNlVUbGZTbFpHWTJGcWJsRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOi1aTFhVSmZLdVV6UTlfSlZGY2FqblE%7C0d2o6ME-30m%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Irma Lina;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1cHZLRVBREAE!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CIHM0ogKEICAgIC5pvKEPQ%7CCgsI84ajqQYQ0LeyWg%7C?hl=en;Pelayannanya bagus bgt..suasana nya jg enak nyaman service pelayanannya good..ramah²..kak septi dan kak aldi
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Sunarko;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOSFJHcDJXSE5zWnpOR01GaGhhamt4YTI5SGFHYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOlNHRGp2WHNsZzNGMFhhajkxa29HaGc%7C0d1PEeiL1ke%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Karmilawati Karmilawati;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25kaFprUnJOMGxIVlVRdFYySkpVMjFPVmxoRmRFRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOndhZkRrN0lHVUQtV2JJU21OVlhFdEE%7C0d1Mq8FX3c3%7C?hl=en;Datang ke Bijan untuk sarapan and turns out jadi sarapan yang menyenangkan. The food taste so good. I love the ambience. Also the service was a top tier. Tadi banyak dibantu oleh mbak Putri dari Bijan. Very helpful and caring. Thank you and good job Bijan Team.
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Abdullah Aziz Alaika;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xBNWNVc3lWbFZLYlZKbmRIQkRVbk5zTjA1bFozYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOlA5cUsyVlVKbVJndHBDUnNsN05lZ3c%7C0d0pXhTa2vi%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;zasqia khairani;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25FM01XcEpaM0YwUTFOYVFXb3pOVm8zUzI1T1YxRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOnE3MWpJZ3F0Q1NaQWozNVo3S25OV1E%7C0d0jOaHMtjZ%7C?hl=en;ambience is good, food is delicious, service is excellent. ilham fajar serves us nicely!! it’s our 2nd time to visit here. what a comfort food.
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Pici;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25nd0xVcEZUbWQ2VUdGNk9EbFNPWEp5VUVkWWNrRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOngwLUpFTmd6UGF6ODlSOXJyUEdYckE%7C0d0fT2AoBIo%7C?hl=en;Makanannya enaakk banget! Porsinya juga besar sekali, sampai saya harus takeaway wkwk. Tempatnya juga nyaman dan ada tempat bermain untuk anak2. Overall sangat recommended 🥰💕
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Demas Cahya Ramadhan;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWdVNtRjNOa3hqTlZWak9XWjZielkwYlcxV2JIYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjVuSmF3NkxjNVVjOWZ6bzY0bW1WbHc%7C0d0fSKjYKXs%7C?hl=en;Good serve
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Anisha Amalia;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWYU9HTllZWEEyYTBka1VsOXRWM0ZqY1VGNk5GRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOkVaOGNYYXA2a0dkUl9tV3FjcUF6NFE%7C0d0WOhEADEx%7C?hl=en;A good restaurant for Sundanese foods. Highly recommended. Thanks to Mas Ajoy for the service.
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Stevo Cuervo;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT204MVFrRmhhRFl3Yldsc1NISkRNemxSVFUweVVFRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOm81QkFhaDYwbWlsSHJDMzlRTU0yUEE%7C0d0Ud3HeVgv%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Puja Al-zaria S;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkNFNGaFpZV0o2Vkc0elR6Vk1NRWRhTm1vMFUyYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjd4SFhZYWJ6VG4zTzVMMEdaNmo0U2c%7C0d0Ty8dTzwE%7C?hl=en;tempat dan makanan enak, staff ramah dan sangat helpful
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Susi Rasmini;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKQ1ZuZHlSV2hVU1hGdmJHRldUVGRRWmxoeWNIYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOkJCVndyRWhUSXFvbGFWTTdQZlhycHc%7C0d0S1GYYMgC%7C?hl=en;Ayam bakar solonya enak, dilaninya sama mbak putri yang super ramah.... terimakasih mbak putri
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Syed Ashraf;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xwM2J6VXdkVFJNZUhwWWEydERWM1poZVhCb1oxRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOlp3bzUwdTRMeHpYa2tDV3ZheXBoZ1E%7C0d-kVmZcFcg%7C?hl=en;First time makan di sini vibe tenang okay..makanan pun bagus portion pun mantap
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Nazira Idris;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOU1ltTmllVVk0ZFdaQmFVUndPSEIyV1U5VWVWRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOkNSYmNieUY4dWZBaURwOHB2WU9UeVE%7C0d-kDbAkpQQ%7C?hl=en;Me and my friends came here for breakfast on our last day in Bandung. We were in awe entering such a calm and nice ambiance restaurant. The foods were delicious and nicely presented. The waiter Ajoy was very friendly and took many photos for us and even recommended other spots for photos. We’ll definitely come back here next time we visit Bandung!
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Sofyan Rivai;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT201cFVGOTJOelkwTFhCZlpWVXRXVEJ0Ym10R05tYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOm5pUF92NzY0LXBfZVUtWTBtbmtGNmc%7C0d-YKcXEhi1%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Lev;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGTlMxbElkbXg1VmxORVluSmlTSHB0V0ROMFpsRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjFNS1lIdmx5VlNEYnJiSHptWDN0ZlE%7C0d-QX42PBtu%7C?hl=en;Delicious food, awesome service, sop iga is definitely super delicious. Kang Ilham also is very friendly and helpful. Will come back next time we're in Bandung.
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Teni Maunal;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21saVVGcG9iek5DZEU5UVkzaHdjalJQVUZONllWRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOmliUFpobzNCdE9QY3hwcjRPUFN6YVE%7C0d-Q6cuevB5%7C?hl=en;Untuk porsi makànannya besar bssar dan sangat enak apalagi es telernya enak sekali,terimakasuh mba nezia sudah membantu
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Nomer Tujuhdelapan;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkbmRGUllUWGxPVjE4eFNXTXhUMGxVYlhOUFNFRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOldndFRYTXlOV18xSWMxT0lUbXNPSEE%7C0d-Q4d0Ul3w%7C?hl=en;Makanan minum enak sekali,cocok untuk dipake meeting dan terimakasih untuk mba nezia sudah merekomendasikan makanan d minumannya
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Mutiara Sadella;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1Rk5XWjVWVVpFV2pjellqaERaSEo2WXpkNllYYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOk5FNWZ5VUZEWjczYjhDZHJ6Yzd6YXc%7C0d-5HJS4YbK%7C?hl=en;Nasi timbel nya enak, ayam goreng nya enak menyerap, lalab lengkap
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Rohaeni Ani;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kT2EzQnNjbE0zU1VVMlN6VkxTa2MzT0cxR2EzYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOmdOa3BsclM3SUU2SzVLSkc3OG1Ga3c%7C0d-5GPhP_N6%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Sarah Zahra;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWNVpFRlJObVEwZUdkbFluZEpXWEZxTmtSaWJIYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjV5ZEFRNmQ0eGdlYndJWXFqNkRibHc%7C0d-5G8NuWTF%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;ecy sukaesih;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2poUWVXbGFaRWxoV0ZSbE9YWnFTRGN4UWpOQ1FWRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjhQeWlaZElhWFRlOXZqSDcxQjNCQVE%7C0czm6K4kITD%7C?hl=en;"Makanannya ga ada yg gagal. Enak semua!
Tempatnya juga enak. Ada playground kecil utk anak2, ramah2, suasana resto nya pun adem ( di tambah dtg pas lg ujan 😍)

Makasih Bijan! 😍"
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Gaby Barail;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KdmVWRTBkamhWZW1wc2JWUXRRMWxEVGtwVldVRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOmJveVE0djhVempsbVQtQ1lDTkpVWUE%7C0czjUFs-5Bf%7C?hl=en;Satu group dengan Hummingbird Bandung, Bijan spesialisasi di masakan nusantara. Rasa masakan enak2, minumannya juga ok. Interior restoran modern classic. Kami pesan beberapa makanan utama dan makanan pembuka, semuanya enak, kami pesan minuman tradisional yg dikemas modern, enak jugaaa...kami dilayani oleh mas Ajoy, waiter sigap tanggap dan information, kami pasti datang kembali kesini.
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;amaisa ymr;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOelZ6RmtVVXMzTVZSaVJuRm1kbFp1VVVoZkxVRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOjNzVzFkUUs3MVRiRnFmdlZuUUhfLUE%7C0czgDPc5Rjp%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Rika Historika;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5RFUzRlhRMkpHZDFkMFZrVmhla3h4Ym10VlZsRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOl9DU3FXQ2JGd1d0VkVhekxxbmtVVlE%7C0czYGe-iYvz%7C?hl=en;
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;madball ignite;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GTVdsSk9jSGhFWjJkalZIcHZiWEJNTVRWRFdGRRAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOnFMWlJOcHhEZ2djVHpvbXBMMTVDWFE%7C0czSvCGo3AP%7C?hl=en;"Masakan enak², madep, ada kualitas ada harga. Macem² masakan nusantara, plating rapih. Puas.

Pelayanan a/n: putri."
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Acon Bokuto;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205RWRFZEZNVEJrYUVKV2NVbENVRTlSZEU0MWJHYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOm9EdEdFMTBkaEJWcUlCUE9RdE41bGc%7C0czSpCP92DB%7C?hl=en;Makanan nya sangat enak , porsi nya besar , saya pesan menu sharing sangat cocok di lidah , untuk suasa nya juga sangat nyaman dan bersih , untuk pelayanan sangat ramah dan cekatan sangat membantu saya dan keluarga ,saya di bantu kak Rahma , saya sangat senang dan saya akan kembali ,terimakasih kak rahma dan bijan:))
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;rania putri;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkWVFuSkRhV1prYlV4RU0weDVhQzFMYUdWTVZYYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOkdYQnJDaWZkbUxEM0x5aC1LaGVMVXc%7C0czRWBEAsKy%7C?hl=en;ambience & hospitality, and also the FOODDDDD🥰🥰🥰🥰🥰
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Mira Mutia Meirani;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaV2NqQklVMTlFWjFORFFqRjBXV3RQU0Vwd1RIYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOlZWcjBIU19EZ1NDQjF0WWtPSEpwTHc%7C0czR00ilPvY%7C?hl=en;Tempatnya nyaman. Pelayanannya sangat ramah. Penyajian makanannya cukup cepat. Rasa sangat enak dan pas di lidah orang indonesia. Porsi makanan singlenya mengenyangkan sekali. Cocok untuk makan bersama keluarga
Bijan Restoran Nusantara;https://www.google.com/maps/search/?api=1&query=Bijan%20Restoran%20Nusantara&query_place_id=ChIJy41e57PnaC4R394zNERkNOc;5;Renny Desiana;https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGcWNXaHhNRVJKU1U1M2VtRndWMlZKWWtOWWFtYxAB!2m1!1s0x0:0xe73464443433dedf!3m1!1s2@1:CAIQACodChtycF9oOlFqcWhxMERJSU53emFwV2VJYkNYamc%7C0czQg-m4WRn%7C?hl=en;Gurami bakar madu plus sambalnya mantap, jus nya jg fresh... durasi layanan normal, mengingat saya datang ketika jam peak makan siang
