title;stars;name;text
Atta'awun Puncak Mosque;5;Rini Nurinay;"Salah satu iconnya puncak, ngerasa belum sampai puncak kalo belum lewatin masjid Atta'awun ini. Dari tahun 2000an gak ada yg berubah vibesnya masih sama, cuma tempat parkirnya aja yg penuh dan sempit.

Tempat wudhu dan toilet bersih, mukena bersih gak bau, karpet solat nyaman, ada layanan seduh teh kopi sendiri, kolam ikan, sungai mini buat anak2 main air, cuma emang lebih luas teras masjidnya dibanding tempat buat solatnya, tarif parkir motor 6 ribu."
Atta'awun Puncak Mosque;5;Bunda Karneli;
Atta'awun Puncak Mosque;5;Nouval Dwi Rachman Syah;
Atta'awun Puncak Mosque;5;Gus Gunawan;
Atta'awun Puncak Mosque;5;Yusuf Yusuf;
Atta'awun Puncak Mosque;5;M Rizki Ar;Tempat nyaman untuk merenung, istirahat sholat, makan, nongkrong atau sekedar ngopi setelah sholat
Atta'awun Puncak Mosque;5;Anie;
Atta'awun Puncak Mosque;5;widy anggoro;
Atta'awun Puncak Mosque;5;sang fajar;
Atta'awun Puncak Mosque;5;Riadianto Dian;
Atta'awun Puncak Mosque;5;Merry Maryana;Seru banget di halaman nya bisa berenang dan jajan 24 jam
Atta'awun Puncak Mosque;5;Meta Nursita;
Atta'awun Puncak Mosque;5;Rizki Akbar Pratama;
Atta'awun Puncak Mosque;5;Wirdiyana Putri.A;
Atta'awun Puncak Mosque;5;Tri Raharjo;
Atta'awun Puncak Mosque;5;DEDE DAUD;
Atta'awun Puncak Mosque;5;Sudrajat Ajat;Kenikmatan shalat magrib setelah melihat matahari tembenam
Atta'awun Puncak Mosque;5;Siti Khumairoh;
Atta'awun Puncak Mosque;4;Abdul Hakim;Seru buat main sama keluarga, bisa main air kalo bawa anak kecil, cuaca sejuk cocok untuk istirahat
Atta'awun Puncak Mosque;5;Farhan Lauda;
Atta'awun Puncak Mosque;5;Ilham Zulqornaen;Sebuah konsep masjid yang dibangun di dataran tinggi puncak yang menawarkan pemandangan yang sangat indah, disisi lain arsitektur masjid dan sekitarnya yang dibuat sedemikian estetiknya menambahkan kesan nyaman untuk sejenak rahat bersama keluarga setelah berkendara di puncak.
Atta'awun Puncak Mosque;5;Iyank Nurdiyansyah;"Masjid yang selalu jadi tempat tujuan untuk solat jika mau arah nail atau turun melewati masjid ini, sekalian untuk rehat sejenak sebelum melanjutkan kembali perjalanan.
Suasana yang sangat indah setelah solat bisa nyantai di halaman masjid bisa sambil makan atau minum dapat beli atau bawaan sendiri, yang pasti jangan buang sampah sembarngn tetap jaga lingkungan ya buat para pengunjung 😇"
Atta'awun Puncak Mosque;4;duddy dhye;
Atta'awun Puncak Mosque;5;Iwan Setiawan;Masjid yg saya lihat di video clip 2002, alhamdulillah bisa shalat di sana setelah 20 tahun kemudian. Ma sya Allah
Atta'awun Puncak Mosque;5;Udin 2017;
Atta'awun Puncak Mosque;5;Wilmalia Ananda;
Atta'awun Puncak Mosque;5;Mahesa Bamburaga;Masjid yang nyaman dan sejuk :)
Atta'awun Puncak Mosque;5;Farkhi Fahrurrozi;
Atta'awun Puncak Mosque;5;widiastuty;Adem.. ibadah sambil rekreasi
Atta'awun Puncak Mosque;5;MUHAMAD SOBRI;
Atta'awun Puncak Mosque;5;Agung Prayitno;
Atta'awun Puncak Mosque;4;Titania Al anwar;
Atta'awun Puncak Mosque;5;dedyse defana satria;Alhamdulillah sudah ada kajian sunah
Atta'awun Puncak Mosque;5;yundi ruchstiadi;
Atta'awun Puncak Mosque;5;Dhi Wahyu;
Atta'awun Puncak Mosque;5;Rief AMD;Allhamdulillah bisa mampir untuk jumatan masjid nya adem Sejuk
Atta'awun Puncak Mosque;5;ابو فيصل;مسجد جميل جدا وفي موقع متميز صلينا الجمعة فيه نسأل الله أن يتقبل منا ومنكم
Atta'awun Puncak Mosque;5;Roy Rafiq;
Atta'awun Puncak Mosque;5;سليمان العنزي;
Atta'awun Puncak Mosque;5;Sam Batavia;Lingkungan masyarakat hangat
Atta'awun Puncak Mosque;5;Asep Kusnendi;Shalat jum'at sambil wisata religi, kuliner juga banyak. Suejuk....mantab
Atta'awun Puncak Mosque;5;Agus Pujianto;
Atta'awun Puncak Mosque;5;Hasli Purnama;Udaranya dingin tempatnya nyaman rekomended.
Atta'awun Puncak Mosque;5;indra bayu permana;Akhirnya MBI bisa mengadakan kajian sunnah disini, bisa sunmori berpahala insyaallah
Atta'awun Puncak Mosque;5;Ende Rosadi;Ok
Atta'awun Puncak Mosque;5;Fahrozi Dahlan;tempat ibadah sambil santai bersama keluarga
Atta'awun Puncak Mosque;5;Amirudin Ubay chanel;
Atta'awun Puncak Mosque;4;Bapaknya Harits;
Atta'awun Puncak Mosque;5;Rafa gamer;
Atta'awun Puncak Mosque;5;labib rahman;Tempat ternyaman kalau mau shalat di puncak 🥰
Atta'awun Puncak Mosque;5;Seyhmuz1453;
Atta'awun Puncak Mosque;5;Widjaja Alam;
Atta'awun Puncak Mosque;5;Orkut Premmm;
Atta'awun Puncak Mosque;5;oktor riyan;
Atta'awun Puncak Mosque;5;Kartika Ekasari;Masjidnya megah, adem, bersih. Cuma kurang di lahan parkir aja karena selalu penuh, wajar sih karena memang bukan sekedar masjid tapi jadi salah satu tujuan wisata kalo ke puncak.
Atta'awun Puncak Mosque;5;Edwin Haris;
Atta'awun Puncak Mosque;5;danan handoko;
Atta'awun Puncak Mosque;5;amarsolusimandiri;
Atta'awun Puncak Mosque;5;wendo gomez;
Atta'awun Puncak Mosque;5;Sapta Griyadi;
Atta'awun Puncak Mosque;5;Eri rizifa183;
Atta'awun Puncak Mosque;5;Nessy haryati;
Atta'awun Puncak Mosque;5;lya ringga;Tempat yg nyaman untuk singgah sebentar melepas lelah dan sholat . Banyak pedagang yg berjualan di area parkir dan harga pun masih wajar. Hanya saja jalan diarea parkir kurang bagus. Mohon untuk diperbaiki
Atta'awun Puncak Mosque;5;melida sari;
Atta'awun Puncak Mosque;5;Kang Rush;
Atta'awun Puncak Mosque;5;Amel sukmaja;pemandangannya bagus suka ajak keluarga kesini melipir
Atta'awun Puncak Mosque;5;M Faizal Ramadhan;Tempatnya adem
Atta'awun Puncak Mosque;3;soni suhartanto;
Atta'awun Puncak Mosque;5;Anis Aryani;
Atta'awun Puncak Mosque;5;Suwarno Nano;
Atta'awun Puncak Mosque;5;Rifky Agustian;Sangat nyaman , bersih , rapih dan ruangan harum
Atta'awun Puncak Mosque;5;ivan gompal;
Atta'awun Puncak Mosque;5;Giebon Gibran;
Atta'awun Puncak Mosque;5;Aldi Aryadi;
Atta'awun Puncak Mosque;5;Sigit Gunawan;"Enak buat nongkrong sama keluarga/sahabat
Dingin pastinya,, masjidnya juga bersih jadi betah sholatnya..."
Atta'awun Puncak Mosque;4;Muhamad Hapiz;
Atta'awun Puncak Mosque;5;Ricky Ardiansyah;Makanan nya enak bisa memilih sesukahati
Atta'awun Puncak Mosque;5;ahmad fatahillah;
Atta'awun Puncak Mosque;5;Andriyatna Andrie (Andrie);Sejuk
Atta'awun Puncak Mosque;5;Ady Ziee;
Atta'awun Puncak Mosque;5;Sania Sadilla;
Atta'awun Puncak Mosque;5;vembra jhon;
Atta'awun Puncak Mosque;5;Susi Dwi Hayanti;Nyaman banget
Atta'awun Puncak Mosque;5;Zoya Aulia Putri Santoso (Sri Suryani);
Atta'awun Puncak Mosque;5;ady supriyanto;
Atta'awun Puncak Mosque;5;Hikmah Bani;
Atta'awun Puncak Mosque;1;Irwan Hermawan;
Atta'awun Puncak Mosque;5;Sulfan Alamsyah;
Atta'awun Puncak Mosque;5;Muhamad Maulana;Adem
Atta'awun Puncak Mosque;5;Rochayah;
Atta'awun Puncak Mosque;5;Ara Boy;Suasana yg buat ngangenin
Atta'awun Puncak Mosque;5;Eka Wahyuni;Mesjidnya bersih, adem, sejuk... suka suasananya
Atta'awun Puncak Mosque;5;Billy Ferdinan;Masjidnya luas. Kamar mandi nyaman tapi airnya dingin. Buka 24jam jadi pilihan rest area terbaiklah ya
Atta'awun Puncak Mosque;5;Nur Cholid;
Atta'awun Puncak Mosque;5;amri soaloon;
Atta'awun Puncak Mosque;5;POINTLINE DESIGN;
Atta'awun Puncak Mosque;5;Raffa Saputra;
Atta'awun Puncak Mosque;5;Djoko Saelan;Bagus
Atta'awun Puncak Mosque;5;Mr Happy Lucky (Mr Happy);Tempat ibadah sambil istirahat sejenak dari hiruk pikuknya kota
Atta'awun Puncak Mosque;4;Abang Arvin Armia;Bersih dan wangi di dalam mesjid... hanya tangga menuju ke mesjid terlalu tinggi untuk lansia agak repot untuk naik.
Atta'awun Puncak Mosque;5;Rian Budi;
Atta'awun Puncak Mosque;5;Om Abdul (Abede);
Atta'awun Puncak Mosque;5;Fikri Arif;
Atta'awun Puncak Mosque;5;Aeni Nuraenius;
Atta'awun Puncak Mosque;5;Asriani Afiyah;
Atta'awun Puncak Mosque;5;Pacetsukahaji@gmail.com B7474ng;
Atta'awun Puncak Mosque;5;Detlafox Studios;
Atta'awun Puncak Mosque;5;Abdul Aziz;
Atta'awun Puncak Mosque;5;Cicio Alfatih;
Atta'awun Puncak Mosque;5;Andang Jaya;
Atta'awun Puncak Mosque;5;Putri Yuniva;
Atta'awun Puncak Mosque;5;s. anto;
Atta'awun Puncak Mosque;5;Didin Komarudin;Alhamdulillah berkah untuk pemilik dan pengurus masjid yg selalu ramah
Atta'awun Puncak Mosque;5;Mhmmd Irsyad;
Atta'awun Puncak Mosque;5;Dhendhen Dhen;
Atta'awun Puncak Mosque;5;fauzie gally;Ok ok
Atta'awun Puncak Mosque;5;Mubarak Azmie;"Masjid Ta'awun di Puncak Bogor ini benar-benar jadi penemuan yang membahagiakan. Letaknya strategis banget, persis di jalur utama Puncak, mudah dijangkau tapi suasannya jauh dari kebisingan.

Pemandangannya? Luar biasa. Masjid ini menghadap langsung ke hamparan hijau perkebunan teh dan lembah yang memanjang. Udara sejuk dan kicau buruk bikin suasana beribadah jadi makin khidmat. Pas banget buat tempat berhenti sejenak, melepas penat, dan reconnect sama Allah.

Yang bikin spesial, jamaahnya beragam. Mulai dari traveller yang sedang dalam perjalanan, keluarga, sampai penduduk lokal. Semuanya berkumpul dengan satu tujuan: ibadah. Suasana kekeluargaannya sangat terasa, saling mengingatkan dengan lembut untuk sholat, terutama buat yang mungkin sedang transit.

Semua elemen tadi—lokasi yang mudah, keindahan alam, dan keramahan jamaah—nyatu dengan sempurna dalam membangun ketaatan. Ini bukan cuma tempat sholat, tapi tempat kita merasakan kebesaran Allah melalui ciptaan-Nya, sekaligus mengingat persaudaraan dalam Islam. Sangat recommended buat yang pengalaman ibadah yang tenang dan bermakna.

Salam untuk Kalsel! 😊"
Atta'awun Puncak Mosque;5;rolly reski;Gak expect ini tempat photo2, Ngopi , nongkrong d warung2 yg berjejer di depan parkiran masjid. Yaa kek Tempat hiburan lah kalau lewat puncak .
Atta'awun Puncak Mosque;5;Heru Saputra;
Atta'awun Puncak Mosque;5;Adi Mulya;
Atta'awun Puncak Mosque;5;Anton Crls;"Masjidnya nyaman
Parkir mobil diluar/pinggir jalan
Parkir motor bisa didalam"
Atta'awun Puncak Mosque;3;Rhevithaa Alfiana;
Atta'awun Puncak Mosque;5;syifa fauziah;menyejukkan mata dan hati 😍
Atta'awun Puncak Mosque;5;Ikhsan Nur Rochiem;Adem bersih banyak tempat jajan
Atta'awun Puncak Mosque;5;Zulf 051;Dingin bgt klw mau jam 2 dini hari.. banyak yg pada tidur d pinggirnya.
Atta'awun Puncak Mosque;5;Cintaku Gef;
Atta'awun Puncak Mosque;5;Gojali Siregar;adem masjidnya pemandangan bagus
Atta'awun Puncak Mosque;5;rohidi di;Good
Atta'awun Puncak Mosque;5;Acep Djm;Airnya dingin banget... Super penuh kenangan
Atta'awun Puncak Mosque;5;JOELINDO PRATAMA PLASTIK;
Atta'awun Puncak Mosque;5;Muhammad Isa;
Atta'awun Puncak Mosque;5;Didi didi;
Atta'awun Puncak Mosque;5;Adi Rahmat;
Atta'awun Puncak Mosque;5;Hendi Dimas;
Atta'awun Puncak Mosque;5;Ainurrahman Fadillah;
Atta'awun Puncak Mosque;5;ARIF ROGS;masjid yang nyaman daan viewnya cakep
Atta'awun Puncak Mosque;5;Shovi Alatas;
Atta'awun Puncak Mosque;5;Adityo Hendrawan;
Atta'awun Puncak Mosque;5;ogu nasution;
Atta'awun Puncak Mosque;5;1930 Fadlian Fadhilah;Masjid megah yang berada di daerah puncak bogor, sholat subuh seger banget. Dingin abis, tempat yang asri, bersih, terawat, sejuk, cocok untuk istirahat sejenak, pokoknya wajib mampir ke masjid ini kalo jalan - jalan ke puncak okeyy
Atta'awun Puncak Mosque;5;Lutvia Nurvadila;Mewah, nyaman, masyaallah banget
Atta'awun Puncak Mosque;5;Slamet Aditya;Rutinitas klo lagi di bogor, pasti ke sini...adem
Atta'awun Puncak Mosque;5;Rini Saputri;
Atta'awun Puncak Mosque;5;Aa Fachru;Tempat ibadah yang membuat hati tenang, jiwa nyaman, dan pikiran segar.
Atta'awun Puncak Mosque;5;Ina;
Atta'awun Puncak Mosque;5;Aliando Aliando;Oke
Atta'awun Puncak Mosque;5;Ronal Saputra;
Atta'awun Puncak Mosque;5;Chris Haryanto;
Atta'awun Puncak Mosque;5;Aresti Kustanti;
Atta'awun Puncak Mosque;5;Anjar Bajaj;
Atta'awun Puncak Mosque;5;Rianti El;
Atta'awun Puncak Mosque;5;Pak Cik;
Atta'awun Puncak Mosque;5;asepadian;Tempat favorit kalo ke puncak
Atta'awun Puncak Mosque;5;Zoel Ben;
Atta'awun Puncak Mosque;5;MH Hamazah;Tempat rest terbaik di puncak
Atta'awun Puncak Mosque;5;Nora nora;
Atta'awun Puncak Mosque;5;Farhan Syihabuddin;
Atta'awun Puncak Mosque;5;JULIA NUR ANISA;
Atta'awun Puncak Mosque;5;Vlog Boww22;"Alhamdulillah,
Bisa sholat sekalian istrhat,
🤲🏼"
Atta'awun Puncak Mosque;5;kaka ade;Tempat andalan saat ke puncak, setelah makan mie di warung2 dekat puncak, solat di masjid, ngadem deh
Atta'awun Puncak Mosque;5;khumaira naazneen;Masyaallah bagus banget
Atta'awun Puncak Mosque;5;Doni Mubarok;Satu satunya tempat ngopi yg rutin di dinggahi melepas kejenuhan ruwetnya jakarta
Atta'awun Puncak Mosque;5;Rachmad Triapto;Tempat ternyaman solat di puncak pass
Atta'awun Puncak Mosque;5;DEDY RHMD82;Enak untuk sholat.. airnya adem dan pemandangannya cantikk..
Atta'awun Puncak Mosque;5;Adeibnu Badrudin;
